attachment_id,text,user_id,begin,end,train
aca0a032-9b26-4eee-949e-981c653f2022,MakDonalds,2d84da20c251acaeb3186642fcb04f2e,6,40,True
885e15e3-6bf5-4e5d-a434-3883c6c833f7,кафетерий,db573f94204e56e0cf3fc2ea000e5bdc,19,78,True
d28c4830-21ca-40d0-8339-884b32bf61ea,кормить,2d84da20c251acaeb3186642fcb04f2e,0,27,True
f49ba82f-bdbc-47fa-95b0-9558f4761f39,"нежный, мягкий",db573f94204e56e0cf3fc2ea000e5bdc,14,63,True
ff04eb24-3863-4fbe-a2c9-8d42550e2316,прием пищи,db573f94204e56e0cf3fc2ea000e5bdc,11,53,True
4e260391-0c9f-459e-a545-90a1686adbdc,резервирование; бронирование,2d84da20c251acaeb3186642fcb04f2e,0,31,True
e7492532-4204-45c6-99ea-9554237b7108,помощник повара,2d84da20c251acaeb3186642fcb04f2e,0,58,True
1dfe22b4-6d10-48ac-8a27-970ab7ab970e,обедать,db573f94204e56e0cf3fc2ea000e5bdc,14,53,True
874c1aa2-b65d-4837-baf0-e5731218ccba,кусок; тонкими слоями,db573f94204e56e0cf3fc2ea000e5bdc,5,94,True
aebb8684-aba3-4570-a5c7-7d2dc1ef1278,кружка,db573f94204e56e0cf3fc2ea000e5bdc,16,79,True
85e0f6fa-5925-4585-8c60-eb4d81d87239,кусать,db573f94204e56e0cf3fc2ea000e5bdc,16,66,True
20a9be50-2afa-4675-9b71-fdbcd5562f80,вилка,db573f94204e56e0cf3fc2ea000e5bdc,19,75,True
8d0e6663-204c-4177-8911-42935d6c4b3a,делать мелкий глоток,db573f94204e56e0cf3fc2ea000e5bdc,16,74,True
75926cd1-bba7-4a28-a09b-f13f49986e13,ароматный,db573f94204e56e0cf3fc2ea000e5bdc,19,85,True
5367f224-6ab1-44d8-9fc6-2249051898bb,банкет,db573f94204e56e0cf3fc2ea000e5bdc,13,62,True
3d01292e-1bc7-4135-802b-af78f3b9d7ee,заварочный чайник,db573f94204e56e0cf3fc2ea000e5bdc,33,87,True
6798696b-2b4f-4fa0-ae2b-9c2bf58cba1c,глотать,db573f94204e56e0cf3fc2ea000e5bdc,9,49,True
c4305d88-5a76-4118-b4fe-4e2932b391f1,кувшин,db573f94204e56e0cf3fc2ea000e5bdc,20,69,True
8e707f3f-5a6e-4c00-a9e5-7331bac37928,окунать,2d84da20c251acaeb3186642fcb04f2e,5,50,True
a82cbb3f-0280-4141-98a9-b9a60de6520d,ресторан,db573f94204e56e0cf3fc2ea000e5bdc,16,52,True
3af3b1f4-934a-45eb-82ae-98423170c1f4,кусок; тонкими слоями,2d84da20c251acaeb3186642fcb04f2e,8,95,True
ebc51e17-8413-4433-8401-8565060d6f32,переваривание,db573f94204e56e0cf3fc2ea000e5bdc,16,93,True
1e5368ea-4ae9-4fdd-950f-25564ddc37e6,закуска перед едой,db573f94204e56e0cf3fc2ea000e5bdc,11,49,True
bf10961d-b8c1-4834-a1b2-cfaabad8f0d8,жадно есть,2d84da20c251acaeb3186642fcb04f2e,5,69,True
bac01ed9-1008-4e41-9b75-a9f92f987dea,официант,db573f94204e56e0cf3fc2ea000e5bdc,15,67,True
861b5228-5382-47f1-add6-d2a3e8e74ae9,прием пищи,2d84da20c251acaeb3186642fcb04f2e,3,40,True
c955c9f7-c62d-438d-84fb-89d3f1fd01ba,предложить тост,2d84da20c251acaeb3186642fcb04f2e,0,62,True
77fc76f4-ed36-4b35-912d-954924c7c065,заказывать,db573f94204e56e0cf3fc2ea000e5bdc,17,56,True
5edaecd9-73c8-4b10-99c1-89784c0ce4dc,аппетит,2d84da20c251acaeb3186642fcb04f2e,1,69,True
dc99068f-f4f2-4631-89fd-225032becfa9,женский туалет,db573f94204e56e0cf3fc2ea000e5bdc,7,72,True
8b24b836-d8f5-4c87-a1b3-350fe4b6dd22,повар,db573f94204e56e0cf3fc2ea000e5bdc,19,63,True
e2c52137-e7a9-45f0-8f86-7420d6ff7e59,аллергия на еду,2d84da20c251acaeb3186642fcb04f2e,2,67,True
6744a590-8ab1-4145-8037-b688866c9e7b,мужской туалет,2d84da20c251acaeb3186642fcb04f2e,3,71,True
3ab16c5b-25d6-459c-a547-5be5acd5f1ae,обедать,2d84da20c251acaeb3186642fcb04f2e,2,49,True
c764fd6a-f579-4b52-a68a-ccf0370ddf07,мужской туалет,db573f94204e56e0cf3fc2ea000e5bdc,10,66,True
5c3ea7fa-9137-4cbf-a401-0f8d93cc57ec,вкус,db573f94204e56e0cf3fc2ea000e5bdc,15,52,True
bcd35f2b-b7cd-4ee2-9b83-eff1f2b34d8d,кружка,2d84da20c251acaeb3186642fcb04f2e,3,69,True
60402ef0-b131-4198-958a-f17fa5c9c2fc,вилка,2d84da20c251acaeb3186642fcb04f2e,1,32,True
d99cd3eb-d24b-4f7e-9f57-dbd522ec3132,диета,db573f94204e56e0cf3fc2ea000e5bdc,11,64,True
00019bad-4c36-4cc5-a940-2f994bc4037a,переваривать,2d84da20c251acaeb3186642fcb04f2e,13,78,True
d1c51c3e-2279-4f0c-bf5e-75abdcec669b,питьевая вода,db573f94204e56e0cf3fc2ea000e5bdc,8,45,True
c43eb8cb-6815-43c5-8331-80e4eef5af68,лить,0df9d6e419cb18069e696edaa170ba87,22,59,True
1d8cdb77-f595-44be-be33-df71ba157e1a,женский туалет,2d84da20c251acaeb3186642fcb04f2e,0,51,True
8df4ced3-09ca-4c67-a15e-67d44a9faf52,заказывать,2d84da20c251acaeb3186642fcb04f2e,0,42,True
3f83ca0b-f89d-4bbb-824f-baced8a63202,ароматный,2d84da20c251acaeb3186642fcb04f2e,5,68,True
e4a34a53-5406-4d46-8936-dba4723c49ea,кафетерий,2d84da20c251acaeb3186642fcb04f2e,0,44,True
98bb4910-059c-47bb-82cb-87452b276f55,заварочный чайник,2d84da20c251acaeb3186642fcb04f2e,8,56,True
9c945ee3-72df-4ab0-8123-656196dbeafb,"нежный, мягкий",2d84da20c251acaeb3186642fcb04f2e,4,40,True
c8363004-cf92-4a91-91c1-4a46dc11352a,кусать,2d84da20c251acaeb3186642fcb04f2e,0,29,True
4cbc820f-d672-4d6b-9a3f-edac02bd200f,глотать,2d84da20c251acaeb3186642fcb04f2e,1,43,True
fba47221-7171-48c3-80b5-f4e059f3d2f2,официант,2d84da20c251acaeb3186642fcb04f2e,0,56,True
947476fc-9f38-4a5e-8077-ab066ae74d7c,банкет,2d84da20c251acaeb3186642fcb04f2e,25,74,True
2a1235cd-20ae-4b9e-9599-d734512a7db5,кувшин,2d84da20c251acaeb3186642fcb04f2e,6,42,True
ac7b6adf-73d0-4ae1-a8cd-834b83fd2650,кубок,2d84da20c251acaeb3186642fcb04f2e,4,64,True
f54056dd-27cf-4d8d-9ffa-be58e2953338,откупоривать,2d84da20c251acaeb3186642fcb04f2e,2,31,True
6f114327-758d-4147-be29-3b0f0b5d8c9f,питьевая вода,2d84da20c251acaeb3186642fcb04f2e,5,40,True
9733d6d3-3c4b-4f2b-8455-9eb4e5cef460,переваривание,2d84da20c251acaeb3186642fcb04f2e,8,56,True
fbd2db9e-f34c-4607-b0dd-0dffd7a81461,повар,2d84da20c251acaeb3186642fcb04f2e,4,46,True
081dc2ad-2f38-4a43-a50c-ef83a532dd2b,диета,2d84da20c251acaeb3186642fcb04f2e,0,27,True
d133583b-dce8-4734-8398-2f33d894d465,вкус,2d84da20c251acaeb3186642fcb04f2e,0,29,True
39d9e2b5-662f-4c3d-89aa-54aa2cab3ea2,делать мелкий глоток,2d84da20c251acaeb3186642fcb04f2e,1,38,True
51b98332-7526-41f8-a7ff-a66085812a7e,закуска перед едой,0df9d6e419cb18069e696edaa170ba87,14,79,True
32052c10-30ff-4a70-a77b-4d78c71465a9,кафе,0df9d6e419cb18069e696edaa170ba87,24,70,True
4104691c-5567-4184-ae32-aa0fb0b1adfd,кормить,0df9d6e419cb18069e696edaa170ba87,18,77,True
bc6f9248-530b-42bf-a7b5-5c243924d183,бутылка,0df9d6e419cb18069e696edaa170ba87,21,73,True
27093684-3633-412e-9a2d-db04a1dd3a8b,закуска перед едой,0211b488644476dd0fec656ccb9b74fc,24,92,True
3bc7e5f6-66b3-4d2b-ac06-8d688d659598,жевать,0df9d6e419cb18069e696edaa170ba87,13,101,True
def5c0a5-0bd2-44ed-b1a8-a1596379dcbb,вкусный,0df9d6e419cb18069e696edaa170ba87,26,58,True
d7c8a149-4c87-41f3-9cc8-34fc2e7d82ad,жадно есть,0df9d6e419cb18069e696edaa170ba87,15,90,True
7cebc8c4-5788-46f5-8579-ed62ec0336fb,откупоривать,0df9d6e419cb18069e696edaa170ba87,29,73,True
1d424c55-e1dd-4c30-9f8e-50eb7b4eddff,резервирование; бронирование,0df9d6e419cb18069e696edaa170ba87,22,75,True
68128b39-3976-4a27-b618-6b3399048796,кусок; тонкими слоями,0df9d6e419cb18069e696edaa170ba87,16,112,True
e11e4310-e6e0-447b-b0aa-4d7ee15827c8,кафетерий,0df9d6e419cb18069e696edaa170ba87,21,73,True
28d43ba9-1e2f-4a24-9518-e5ea8ee98cda,"нежный, мягкий",0df9d6e419cb18069e696edaa170ba87,25,90,True
ace1e387-3af8-4d35-9710-b67028f2119f,прием пищи,0df9d6e419cb18069e696edaa170ba87,25,74,True
a11fb94e-d4c8-4ffa-805b-ef85f7ddafe8,мужской туалет,0df9d6e419cb18069e696edaa170ba87,26,105,True
a2a481ce-0f5a-4532-a5c3-75f86591a525,переваривать,0df9d6e419cb18069e696edaa170ba87,33,121,True
ed91e583-fe9e-4ce6-aa67-af9536f5ad04,женский туалет,0df9d6e419cb18069e696edaa170ba87,19,89,True
38b92684-fd83-486d-b471-b11cdd8e6dec,кормить,95af8e702c909eee7145c6dc1a3d756b,0,26,True
6bcf9d7f-ef5a-4ecd-8183-4ffaf1cd4260,окунать,0df9d6e419cb18069e696edaa170ba87,23,91,True
e3346429-01a2-42aa-9aaf-29ab1a2a6940,кубок,0df9d6e419cb18069e696edaa170ba87,22,86,True
e885bfa4-2d85-44f5-b35f-64212893afc6,вкус,0df9d6e419cb18069e696edaa170ba87,18,65,True
d9e48206-ea1c-4bcd-a4c9-a17bb5761e15,вкусный,95af8e702c909eee7145c6dc1a3d756b,2,33,True
c9407e50-b6c3-4d4f-900a-c1d9712e643c,помощник повара,0df9d6e419cb18069e696edaa170ba87,24,132,True
bc65e05e-f2da-45ae-9a75-4726753cb334,окунать,95af8e702c909eee7145c6dc1a3d756b,0,62,True
ec418270-cec9-4b77-9748-185a3189e56e,кувшин,0df9d6e419cb18069e696edaa170ba87,23,66,True
a6b27238-f325-41cb-97ab-84d3727e394e,закуска перед едой,95af8e702c909eee7145c6dc1a3d756b,3,64,True
ed83f161-e83e-4c92-8997-2efda6595da1,MakDonalds,0df9d6e419cb18069e696edaa170ba87,19,76,True
3abaf7be-a364-4c32-8f78-6c1067d27074,помощник повара,0211b488644476dd0fec656ccb9b74fc,17,109,True
40f5d2f6-d7e4-40b6-895d-f708f751afac,бутылка,95af8e702c909eee7145c6dc1a3d756b,0,53,True
811c6bbc-745d-4fdd-ad46-be0236654678,предложить тост,0211b488644476dd0fec656ccb9b74fc,23,103,True
7d4851cd-fbeb-45cb-a76f-a9fba245a98a,лить,0211b488644476dd0fec656ccb9b74fc,12,64,True
73bffeb8-25b1-40d5-8e16-1237f3f4686a,бутылка,0211b488644476dd0fec656ccb9b74fc,8,62,True
ddf85bf7-1019-4792-8708-f3f150913aeb,вкусный,0211b488644476dd0fec656ccb9b74fc,5,56,True
edeaf44f-7165-429b-b174-1d2d69394973,банкет,0df9d6e419cb18069e696edaa170ba87,17,104,True
f06bef78-4143-44b1-8d96-741cf292adfb,MakDonalds,95af8e702c909eee7145c6dc1a3d756b,1,60,True
bdf53b96-a537-44c4-849e-bcb515c827d9,женский туалет,0211b488644476dd0fec656ccb9b74fc,21,97,True
7e3f15d7-4063-4053-be4e-1058bf88993b,прием пищи,95af8e702c909eee7145c6dc1a3d756b,2,58,True
376cef1c-aa0e-4e0f-b145-126c76903cc8,жадно есть,0211b488644476dd0fec656ccb9b74fc,14,95,True
048a16cf-df59-43f8-8962-32a4c54fa812,прием пищи,0211b488644476dd0fec656ccb9b74fc,5,51,True
f601bf3a-bf26-4be0-8da5-3a35f33c38e3,предложить тост,95af8e702c909eee7145c6dc1a3d756b,0,62,True
514c71fb-e196-4246-bf75-51886d3ceb78,резервирование; бронирование,0211b488644476dd0fec656ccb9b74fc,18,74,True
3b5c507b-70f2-4341-bcd8-6e601c5b9421,кафе,95af8e702c909eee7145c6dc1a3d756b,2,38,True
61975bb6-f7ab-47f0-b82b-dd4abbc6ac69,кубок,0211b488644476dd0fec656ccb9b74fc,25,100,True
ba1593f8-553f-4014-b46c-2123149cf9e5,женский туалет,95af8e702c909eee7145c6dc1a3d756b,8,74,True
05f44ca6-e2a6-4435-8837-fb3c29752363,резервирование; бронирование,95af8e702c909eee7145c6dc1a3d756b,23,77,True
5ea2458b-8fae-44b3-b197-59d8facff18f,аллергия на еду,95af8e702c909eee7145c6dc1a3d756b,10,67,True
f83dd0cf-51d6-40e5-a464-d3b0fd46f583,откупоривать,0211b488644476dd0fec656ccb9b74fc,14,73,True
5a5dc0c2-9eaa-4149-9f22-9707894e1e7d,аппетит,0211b488644476dd0fec656ccb9b74fc,19,89,True
a58f9264-9e45-48ba-a2f9-52aa493bf2fa,окунать,0211b488644476dd0fec656ccb9b74fc,12,67,True
e52ee302-7952-4cf6-be52-c80bca353f25,MakDonalds,0211b488644476dd0fec656ccb9b74fc,23,88,True
bc64f752-b479-4411-8ab9-9995566ea835,мужской туалет,0211b488644476dd0fec656ccb9b74fc,17,96,True
9ce56234-b3ad-4d13-89a5-ba41a13fcc29,помощник повара,95af8e702c909eee7145c6dc1a3d756b,10,82,True
dd221956-d7c6-4a38-a32a-3e5e062b4084,аппетит,95af8e702c909eee7145c6dc1a3d756b,5,68,True
ab136683-9817-4caa-ac9c-0d020e346770,кусок; тонкими слоями,0211b488644476dd0fec656ccb9b74fc,19,115,True
43dac0a2-ed84-4596-be9a-0d3de89e29da,"нежный, мягкий",95af8e702c909eee7145c6dc1a3d756b,6,59,True
fbf9197a-7f0b-4c41-b247-9e72098591bf,ресторан,95af8e702c909eee7145c6dc1a3d756b,7,56,True
37230c54-adf3-41a1-98fa-12c666e98c32,кусок; тонкими слоями,95af8e702c909eee7145c6dc1a3d756b,1,99,True
7398b37d-c1f2-4310-86b5-eb25c1e5a361,заказывать,95af8e702c909eee7145c6dc1a3d756b,3,66,True
a0c42cde-7943-4968-a64a-8281d17e9c43,ароматный,95af8e702c909eee7145c6dc1a3d756b,19,103,True
139b44d5-4cc0-4712-8e3b-bedca6b04dde,жадно есть,95af8e702c909eee7145c6dc1a3d756b,0,77,True
3c146b96-0f02-4d8a-b625-7c34642252d9,мужской туалет,95af8e702c909eee7145c6dc1a3d756b,0,60,True
75d33273-7992-4a35-9204-33d15c72e8ee,кружка,95af8e702c909eee7145c6dc1a3d756b,4,87,True
76c71079-259d-476f-8fb0-f255eaa0c256,заварочный чайник,95af8e702c909eee7145c6dc1a3d756b,6,89,True
d370e2c1-c7f1-4979-a4e1-907805a5969b,переваривать,95af8e702c909eee7145c6dc1a3d756b,8,81,True
db646d8d-f841-4634-a326-0eaa77270986,обедать,95af8e702c909eee7145c6dc1a3d756b,17,70,True
d5ff0a41-5003-4fb4-b098-2719069ace1a,кафетерий,95af8e702c909eee7145c6dc1a3d756b,3,56,True
52e4145a-7c70-439b-8e72-1179934d9b73,глотать,95af8e702c909eee7145c6dc1a3d756b,2,55,True
f60a201f-693a-4b40-95d7-2d6ac2b36d0c,повар,95af8e702c909eee7145c6dc1a3d756b,4,90,True
2d82b2e5-4c5d-47ec-ad8d-e022a09b3e18,переваривать,0211b488644476dd0fec656ccb9b74fc,12,100,True
ec42aa01-179a-4cfb-9050-adf211eb64be,откупоривать,95af8e702c909eee7145c6dc1a3d756b,5,58,True
74ebb5c8-0088-46b6-8cee-464b491404a6,кусать,0211b488644476dd0fec656ccb9b74fc,9,64,True
f668525a-5a0d-496e-8cd9-eba239a74f82,кусать,95af8e702c909eee7145c6dc1a3d756b,1,59,True
6f41a373-d6c1-44ab-a72c-2b31079fc13d,переваривание,95af8e702c909eee7145c6dc1a3d756b,3,82,True
3df1e19a-96f7-4b47-bd41-d054e16d92c9,кружка,0211b488644476dd0fec656ccb9b74fc,21,118,True
d4f5e205-8277-4c9f-9e0c-9ff7c50e2c11,жевать,95af8e702c909eee7145c6dc1a3d756b,5,68,True
4e7caa8b-ac78-4afd-b57b-8ea4c7100847,кувшин,95af8e702c909eee7145c6dc1a3d756b,16,58,True
bbd57de5-b7ab-4c0c-9bfb-4565299b85f5,жевать,0211b488644476dd0fec656ccb9b74fc,1,69,True
43e6886f-907f-4450-8bd5-846709891324,кубок,95af8e702c909eee7145c6dc1a3d756b,9,75,True
0a6fd1b1-ede6-4908-bf9a-552c5f667698,кормить,0211b488644476dd0fec656ccb9b74fc,8,58,True
7027e2fe-c9cb-4d77-9922-d4c5b5469ee7,ресторан,0211b488644476dd0fec656ccb9b74fc,5,56,True
aecb900b-adc8-4acf-836c-a840bef90114,вкус,0211b488644476dd0fec656ccb9b74fc,9,51,True
8c6013b7-b923-46d6-a20e-65144b3bc8b5,заказывать,0211b488644476dd0fec656ccb9b74fc,13,64,True
576f0b72-dda3-47fa-98c1-63d6bcdc1eb1,кафетерий,0211b488644476dd0fec656ccb9b74fc,10,58,True
c0d40b68-72c1-45c3-8a03-7c25c0dbc959,делать мелкий глоток,0211b488644476dd0fec656ccb9b74fc,13,66,True
caebe8df-b0bc-49c7-85ee-7e4017938547,вилка,0211b488644476dd0fec656ccb9b74fc,7,57,True
7b9a0880-c240-4acd-9afc-a79858c44a61,заварочный чайник,0211b488644476dd0fec656ccb9b74fc,18,88,True
783c5cc4-c5c1-4a95-beb8-e280ed3045c0,кувшин,0211b488644476dd0fec656ccb9b74fc,20,70,True
9cb6a461-d978-49ea-95d8-eebf96ffdc38,ароматный,0211b488644476dd0fec656ccb9b74fc,12,70,True
0acbe1dd-b2dc-48ae-9ac5-a913de6ad15b,повар,0211b488644476dd0fec656ccb9b74fc,23,98,True
878a0264-510d-4492-b851-bd428c94f729,глотать,0211b488644476dd0fec656ccb9b74fc,12,57,True
51329c6e-b726-4c9b-9008-4173bd98493e,кусать,0df9d6e419cb18069e696edaa170ba87,17,65,True
0e162772-dfe8-43fa-b07a-a963c1b657e0,официант,0df9d6e419cb18069e696edaa170ba87,19,98,True
520f9c02-bcd0-4feb-8fbf-c4846638aa4a,кружка,0df9d6e419cb18069e696edaa170ba87,20,92,True
e51f3578-20f7-4cc2-81d9-ebeb5e442112,диета,0df9d6e419cb18069e696edaa170ba87,15,75,True
aa9c7419-08ac-4c3e-a6d3-3074a226a788,делать мелкий глоток,0df9d6e419cb18069e696edaa170ba87,17,61,True
8d2730ca-aa22-44d6-871b-c5520b1af78e,глотать,0df9d6e419cb18069e696edaa170ba87,18,66,True
58b77d00-7d09-4dde-b4cb-dd2637896f9c,заказывать,0df9d6e419cb18069e696edaa170ba87,14,65,True
e83fd67d-f77d-4fcc-9b80-69d0cb50dd03,питьевая вода,0df9d6e419cb18069e696edaa170ba87,21,82,True
0bf08f50-42fa-430b-a4e8-ef4dadf834b6,повар,0df9d6e419cb18069e696edaa170ba87,19,86,True
e6e7ae5e-2878-4fd3-8d9e-3a134fc2c136,"нежный, мягкий",0211b488644476dd0fec656ccb9b74fc,24,85,True
65275d8e-c6d1-40a4-83e1-abd709ad7164,переваривание,0211b488644476dd0fec656ccb9b74fc,8,61,True
75086385-93a7-40d4-a919-bf55a35b0061,кафе,0211b488644476dd0fec656ccb9b74fc,16,46,True
5ae3bede-63a4-4bd6-9f50-952a73c19594,аллергия на еду,0211b488644476dd0fec656ccb9b74fc,21,93,True
bedb38c7-32eb-4440-855a-23ee103bee1c,обедать,0211b488644476dd0fec656ccb9b74fc,16,58,True
c46db710-102f-4223-9228-eb7510db7b1d,официант,0211b488644476dd0fec656ccb9b74fc,14,73,True
99a6c144-8a0a-4970-8bab-808a11e3fa85,банкет,0211b488644476dd0fec656ccb9b74fc,8,75,True
c096cd9a-72de-4ce2-b4e0-794388155642,диета,0211b488644476dd0fec656ccb9b74fc,13,64,True
c03405b6-9bbf-414e-9b30-d4730bfd1559,закуска перед едой,b07a773bcb10b4f14f33d2b0e8ec58ba,16,82,True
5d62812f-0658-40e9-a9e8-fb9b34c8bb80,лить,b07a773bcb10b4f14f33d2b0e8ec58ba,55,114,True
02dc0a6c-f7f2-46d9-a13c-e304d5814134,кафе,b07a773bcb10b4f14f33d2b0e8ec58ba,32,84,True
b109a83a-2ae9-4aff-8ffb-a98b97ff0a69,помощник повара,b07a773bcb10b4f14f33d2b0e8ec58ba,44,136,True
664dff2b-3138-4fe8-bc6e-f3cbb1ca5b77,прием пищи,b07a773bcb10b4f14f33d2b0e8ec58ba,61,116,True
a7c05045-3ec1-4a94-a375-07dc5da494fc,вкусный,b07a773bcb10b4f14f33d2b0e8ec58ba,56,112,True
cbe16f09-f27b-488b-b0b4-6d416fc3ed31,кормить,b07a773bcb10b4f14f33d2b0e8ec58ba,20,66,True
85708cbe-6d96-44ec-a0ae-57c7ef55ec30,кормить,50334f2a79561498829a34a2c90984b1,9,59,True
400f2108-aed7-4a52-af8f-249e489dbc9e,окунать,50334f2a79561498829a34a2c90984b1,17,107,True
08000237-79a2-44e5-881e-b920c1663f43,жевать,b07a773bcb10b4f14f33d2b0e8ec58ba,54,130,True
93e6dd92-66f4-4d75-b8e3-7b28bf081ce0,MakDonalds,b07a773bcb10b4f14f33d2b0e8ec58ba,64,139,True
29a90d3b-0955-4638-8af9-3f967557d3ae,жадно есть,b07a773bcb10b4f14f33d2b0e8ec58ba,36,101,True
e4203585-0613-4019-b06f-fe3dfadedb65,помощник повара,50334f2a79561498829a34a2c90984b1,16,135,True
7f32cdef-fb94-41d1-badb-2abb0ae323b1,лить,50334f2a79561498829a34a2c90984b1,25,74,True
e6416878-bf80-4b4a-9aba-826644cefe82,откупоривать,50334f2a79561498829a34a2c90984b1,34,79,True
82b8811f-0865-40c8-a280-7a69f8d80968,бутылка,b07a773bcb10b4f14f33d2b0e8ec58ba,44,108,True
96726481-6aae-48ab-9688-651db4ed76bc,резервирование; бронирование,b07a773bcb10b4f14f33d2b0e8ec58ba,70,133,True
21e5b31d-faaa-4344-9734-746b6f22135d,переваривать,b07a773bcb10b4f14f33d2b0e8ec58ba,61,166,True
55e5e78c-e307-4c9e-ad4a-f1ed8616b845,аппетит,b07a773bcb10b4f14f33d2b0e8ec58ba,19,88,True
b68c7c2a-9859-47fe-bbb1-33c1f40d75f4,кафетерий,b07a773bcb10b4f14f33d2b0e8ec58ba,27,85,True
96aa8700-eff6-48e4-97cc-ce012dde64fc,мужской туалет,b07a773bcb10b4f14f33d2b0e8ec58ba,6,73,True
602da2d0-99b2-452b-84e0-ecb16c784723,кусок; тонкими слоями,b07a773bcb10b4f14f33d2b0e8ec58ba,28,124,True
6479ddd7-8231-41e2-a7a7-3c5ce9cd94cf,глотать,b07a773bcb10b4f14f33d2b0e8ec58ba,52,105,True
d51dfa21-f185-4d14-af85-61ac6d5535eb,"нежный, мягкий",b07a773bcb10b4f14f33d2b0e8ec58ba,26,82,True
5a8c5269-44aa-4953-b1f2-a6e6481d6c07,обедать,b07a773bcb10b4f14f33d2b0e8ec58ba,57,116,True
7277c749-8e14-4306-acc6-a490258b6543,кусать,b07a773bcb10b4f14f33d2b0e8ec58ba,53,128,True
aac408d9-3bc7-4549-a56b-7f1b6906011e,ресторан,b07a773bcb10b4f14f33d2b0e8ec58ba,50,115,True
a6329ae7-3cf4-4664-95fc-b5a57b735b6c,заказывать,b07a773bcb10b4f14f33d2b0e8ec58ba,21,77,True
d5fdccc9-150d-48c5-acaf-3d78f60d37e1,окунать,b07a773bcb10b4f14f33d2b0e8ec58ba,89,178,True
865a3e94-b391-4a79-a05a-abbd04e0655b,вилка,b07a773bcb10b4f14f33d2b0e8ec58ba,43,110,True
43119c80-a744-488b-b0d3-13a4513722ab,заварочный чайник,b07a773bcb10b4f14f33d2b0e8ec58ba,30,117,True
0594d201-7c3e-455f-a6bd-6de237bce7ab,делать мелкий глоток,b07a773bcb10b4f14f33d2b0e8ec58ba,62,142,True
0343d609-a212-409e-a31c-452b8d9c3a60,кружка,b07a773bcb10b4f14f33d2b0e8ec58ba,35,105,True
4857c35f-5824-4816-be06-9cc78581da76,кувшин,b07a773bcb10b4f14f33d2b0e8ec58ba,73,128,True
97ac2009-ebe6-4e9c-adbb-661cfe085ea4,официант,b07a773bcb10b4f14f33d2b0e8ec58ba,50,123,True
e10a262d-c913-434d-bed1-2771c779945b,повар,b07a773bcb10b4f14f33d2b0e8ec58ba,67,142,True
d005b3e9-1580-4f49-b823-ffa561f831a8,аллергия на еду,b07a773bcb10b4f14f33d2b0e8ec58ba,72,156,True
